"FindDbtNum","cidutAccount","cidutCntrPrtNum","cidutCntrPrtName","cidutCntrPrtITN","cidutCnName","cidutCnDate","cidutCnInv","cidutCnInvName","cidutFormtnDate","cidutMatrtyDate","cidutDebt","cidutDebtOverdue","cidutDoc","cidutLink","cidutSheet","cidutSheetNum","cidutUnloadKey","cidutCnDateNull","cidutCnNameNull","cidutCnInvNull","cidutCnInvNameNull"
"1","19","280","ООО ГАЗПРОМ ГЕОТЕХНОЛОГИИ","7719002546","25/1303/23","31.08.2023","65104",,"19.06.2024","31.12.2025","177379963,33","0",,,"133","1","26","31.08.2023","25/1303/23","65104","NullИлиПусто"
"2","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","103836",,"26.10.2022","31.12.2024","3085000","0",,,"133","2","26","21.08.2019","1","103836","NullИлиПусто"
"3","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","104866",,"26.10.2022","31.12.2024","2015143,2","0",,,"133","3","26","21.08.2019","1","104866","NullИлиПусто"
"4","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","105431",,"26.10.2022","31.12.2024","4692214,2","0",,,"133","4","26","21.08.2019","1","105431","NullИлиПусто"
"5","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","11167",,"20.03.2020","31.12.2024","0,01","0",,,"133","5","26","21.08.2019","1","11167","NullИлиПусто"
"6","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","124167",,"09.12.2022","31.12.2024","3573333,33","0",,,"133","6","26","21.08.2019","1","124167","NullИлиПусто"
"7","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","124177",,"09.12.2022","31.12.2024","18906217,05","0",,,"133","7","26","21.08.2019","1","124177","NullИлиПусто"
"8","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","126554",,"15.11.2024","31.12.2025","34190000","0",,,"133","8","26","21.08.2019","1","126554","NullИлиПусто"
"9","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126555",,"15.11.2024","31.12.2025","100000000","0",,,"133","9","26","25.04.2016","1","126555","NullИлиПусто"
"10","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126641",,"15.11.2024","31.12.2025","15833333,33","0",,,"133","10","26","25.04.2016","1","126641","NullИлиПусто"
"11","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126651",,"15.11.2024","31.12.2025","53333333,33","0",,,"133","11","26","25.04.2016","1","126651","NullИлиПусто"
"12","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","126652",,"15.11.2024","31.12.2025","33333333,33","0",,,"133","12","26","21.08.2019","1","126652","NullИлиПусто"
"13","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126718",,"15.11.2024","31.12.2025","109416666,67","0",,,"133","13","26","25.04.2016","1","126718","NullИлиПусто"
"14","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126719",,"15.11.2024","31.12.2025","48333333,33","0",,,"133","14","26","25.04.2016","1","126719","NullИлиПусто"
"15","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126720",,"15.11.2024","31.12.2025","99000000","0",,,"133","15","26","25.04.2016","1","126720","NullИлиПусто"
"16","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126731",,"15.11.2024","31.12.2025","166665000","0",,,"133","16","26","25.04.2016","1","126731","NullИлиПусто"
"17","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126786",,"15.11.2024","31.12.2025","58333333,33","0",,,"133","17","26","25.04.2016","1","126786","NullИлиПусто"
"18","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126787",,"15.11.2024","31.12.2025","45833333,33","0",,,"133","18","26","25.04.2016","1","126787","NullИлиПусто"
"19","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126871",,"15.11.2024","31.12.2025","75000000","0",,,"133","19","26","25.04.2016","1","126871","NullИлиПусто"
"20","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","126872",,"15.11.2024","31.12.2025","92350000","0",,,"133","20","26","25.04.2016","1","126872","NullИлиПусто"
"21","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127011",,"15.11.2024","31.12.2025","51136666,67","0",,,"133","21","26","25.04.2016","1","127011","NullИлиПусто"
"22","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127012",,"15.11.2024","31.12.2025","75000000","0",,,"133","22","26","25.04.2016","1","127012","NullИлиПусто"
"23","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","127019",,"15.11.2024","31.12.2025","303541666,67","0",,,"133","23","26","21.08.2019","1","127019","NullИлиПусто"
"24","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127020",,"15.11.2024","31.12.2025","110000000","0",,,"133","24","26","25.04.2016","1","127020","NullИлиПусто"
"25","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127051",,"15.11.2024","31.12.2025","195363333,33","0",,,"133","25","26","25.04.2016","1","127051","NullИлиПусто"
"26","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127086",,"15.11.2024","31.12.2025","309783333,33","0",,,"133","26","26","25.04.2016","1","127086","NullИлиПусто"
"27","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127088",,"15.11.2024","31.12.2025","198116666,67","0",,,"133","27","26","25.04.2016","1","127088","NullИлиПусто"
"28","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127116",,"15.11.2024","31.12.2025","816078333,33","0",,,"133","28","26","25.04.2016","1","127116","NullИлиПусто"
"29","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127117",,"15.11.2024","31.12.2025","70666666,67","0",,,"133","29","26","25.04.2016","1","127117","NullИлиПусто"
"30","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127418",,"15.11.2024","31.12.2025","102180000","0",,,"133","30","26","25.04.2016","1","127418","NullИлиПусто"
"31","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127419",,"15.11.2024","31.12.2025","58333333,33","0",,,"133","31","26","25.04.2016","1","127419","NullИлиПусто"
"32","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","25.04.2016","127434",,"15.11.2024","31.12.2025","110000000","0",,,"133","32","26","25.04.2016","1","127434","NullИлиПусто"
"33","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","139674",,"22.11.2023","31.12.2024","3506493,03","0",,,"133","33","26","21.08.2019","1","139674","NullИлиПусто"
"34","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","139746",,"22.11.2023","31.12.2024","23811152,26","0",,,"133","34","26","21.08.2019","1","139746","NullИлиПусто"
"35","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","140788",,"22.11.2023","31.12.2024","3103290,63","0",,,"133","35","26","21.08.2019","1","140788","NullИлиПусто"
"36","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","142460",,"22.11.2023","31.12.2024","8631710,19","0",,,"133","36","26","21.08.2019","1","142460","NullИлиПусто"
"37","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","142461",,"22.11.2023","31.12.2024","630185,51","0",,,"133","37","26","21.08.2019","1","142461","NullИлиПусто"
"38","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","142874",,"22.11.2023","31.12.2024","2120300,96","0",,,"133","38","26","21.08.2019","1","142874","NullИлиПусто"
"39","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","143025",,"22.11.2023","31.12.2024","14538436,95","0",,,"133","39","26","21.08.2019","1","143025","NullИлиПусто"
"40","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","143379",,"22.11.2023","31.12.2024","6174229,55","0",,,"133","40","26","21.08.2019","1","143379","NullИлиПусто"
"41","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","144099",,"22.11.2023","31.12.2024","18725097,68","0",,,"133","41","26","21.08.2019","1","144099","NullИлиПусто"
"42","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","19525",,"12.06.2020","31.12.2024","0,01","0",,,"133","42","26","21.08.2019","1","19525","NullИлиПусто"
"43","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","34957",,"01.04.2022","31.12.2024","3612500","0",,,"133","43","26","21.08.2019","1","34957","NullИлиПусто"
"44","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","37993",,"13.04.2022","31.12.2024","0,01","0",,,"133","44","26","21.08.2019","1","37993","NullИлиПусто"
"45","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","3971",,"19.01.2024","31.12.2024","3457840,45","0",,,"133","45","26","21.08.2019","1","3971","NullИлиПусто"
"46","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","4280",,"18.01.2024","31.12.2024","19554010,52","0",,,"133","46","26","21.08.2019","1","4280","NullИлиПусто"
"47","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","4448",,"19.01.2024","31.12.2024","2166666,67","0",,,"133","47","26","21.08.2019","1","4448","NullИлиПусто"
"48","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","48172",,"23.05.2022","31.12.2024","11447188,23","0",,,"133","48","26","21.08.2019","1","48172","NullИлиПусто"
"49","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","4935",,"19.01.2024","31.12.2024","30673449,34","0",,,"133","49","26","21.08.2019","1","4935","NullИлиПусто"
"50","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5062",,"19.01.2024","31.12.2024","950421,11","0",,,"133","50","26","21.08.2019","1","5062","NullИлиПусто"
"51","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5144",,"19.01.2024","31.12.2024","5600403,42","0",,,"133","51","26","21.08.2019","1","5144","NullИлиПусто"
"52","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5176",,"19.01.2024","31.12.2024","968819,21","0",,,"133","52","26","21.08.2019","1","5176","NullИлиПусто"
"53","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5304",,"19.01.2024","31.12.2024","2184514,96","0",,,"133","53","26","21.08.2019","1","5304","NullИлиПусто"
"54","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5311",,"19.01.2024","31.12.2024","9725000","0",,,"133","54","26","21.08.2019","1","5311","NullИлиПусто"
"55","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5718",,"19.01.2024","31.12.2024","6479129,95","0",,,"133","55","26","21.08.2019","1","5718","NullИлиПусто"
"56","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5930",,"19.01.2024","31.12.2024","12758333,33","0",,,"133","56","26","21.08.2019","1","5930","NullИлиПусто"
"57","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","5977",,"19.01.2024","31.12.2024","2901203,33","0",,,"133","57","26","21.08.2019","1","5977","NullИлиПусто"
"58","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63345",,"18.06.2024","31.12.2024","422815,78","0",,,"133","58","26","21.08.2019","1","63345","NullИлиПусто"
"59","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63524",,"18.06.2024","31.12.2024","833333,34","0",,,"133","59","26","21.08.2019","1","63524","NullИлиПусто"
"60","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63529",,"18.06.2024","31.12.2024","3560000","0",,,"133","60","26","21.08.2019","1","63529","NullИлиПусто"
"61","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63932",,"18.06.2024","31.12.2024","19856,74","0",,,"133","61","26","21.08.2019","1","63932","NullИлиПусто"
"62","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63934",,"18.06.2024","31.12.2024","3455000","0",,,"133","62","26","21.08.2019","1","63934","NullИлиПусто"
"63","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63961",,"18.06.2024","31.12.2024","9380000","0",,,"133","63","26","21.08.2019","1","63961","NullИлиПусто"
"64","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63964",,"18.06.2024","31.12.2024","2670000","0",,,"133","64","26","21.08.2019","1","63964","NullИлиПусто"
"65","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63989",,"18.06.2024","31.12.2024","833333,33","0",,,"133","65","26","21.08.2019","1","63989","NullИлиПусто"
"66","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63994",,"18.06.2024","31.12.2024","6835591,29","0",,,"133","66","26","21.08.2019","1","63994","NullИлиПусто"
"67","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","63995",,"18.06.2024","31.12.2024","2670000","0",,,"133","67","26","21.08.2019","1","63995","NullИлиПусто"
"68","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64020",,"18.06.2024","31.12.2024","833333,33","0",,,"133","68","26","21.08.2019","1","64020","NullИлиПусто"
"69","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64022",,"18.06.2024","31.12.2024","375000","0",,,"133","69","26","21.08.2019","1","64022","NullИлиПусто"
"70","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64047",,"18.06.2024","31.12.2024","22145027,22","0",,,"133","70","26","21.08.2019","1","64047","NullИлиПусто"
"71","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64053",,"18.06.2024","31.12.2024","4166786,46","0",,,"133","71","26","21.08.2019","1","64053","NullИлиПусто"
"72","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64054",,"18.06.2024","31.12.2024","275000","0",,,"133","72","26","21.08.2019","1","64054","NullИлиПусто"
"73","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64056",,"18.06.2024","31.12.2024","833333,33","0",,,"133","73","26","21.08.2019","1","64056","NullИлиПусто"
"74","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64062",,"18.06.2024","31.12.2024","3470663,68","0",,,"133","74","26","21.08.2019","1","64062","NullИлиПусто"
"75","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64243",,"18.06.2024","31.12.2024","3473205,67","0",,,"133","75","26","21.08.2019","1","64243","NullИлиПусто"
"76","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64311",,"18.06.2024","31.12.2024","3750000","0",,,"133","76","26","21.08.2019","1","64311","NullИлиПусто"
"77","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64312",,"18.06.2024","31.12.2024","5955000","0",,,"133","77","26","21.08.2019","1","64312","NullИлиПусто"
"78","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64461",,"18.06.2024","31.12.2024","7396666,67","0",,,"133","78","26","21.08.2019","1","64461","NullИлиПусто"
"79","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64462",,"18.06.2024","31.12.2024","1127985,34","0",,,"133","79","26","21.08.2019","1","64462","NullИлиПусто"
"80","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64473",,"18.06.2024","31.12.2024","2914782,86","0",,,"133","80","26","21.08.2019","1","64473","NullИлиПусто"
"81","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64474",,"18.06.2024","31.12.2024","6420000","0",,,"133","81","26","21.08.2019","1","64474","NullИлиПусто"
"82","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64476",,"18.06.2024","31.12.2024","775869,14","0",,,"133","82","26","21.08.2019","1","64476","NullИлиПусто"
"83","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64494",,"18.06.2024","31.12.2024","931330,6","0",,,"133","83","26","21.08.2019","1","64494","NullИлиПусто"
"84","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64505",,"18.06.2024","31.12.2024","833333,33","0",,,"133","84","26","21.08.2019","1","64505","NullИлиПусто"
"85","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64507",,"18.06.2024","31.12.2024","375000","0",,,"133","85","26","21.08.2019","1","64507","NullИлиПусто"
"86","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64516",,"18.06.2024","31.12.2024","870048,38","0",,,"133","86","26","21.08.2019","1","64516","NullИлиПусто"
"87","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64519",,"18.06.2024","31.12.2024","2160,38","0",,,"133","87","26","21.08.2019","1","64519","NullИлиПусто"
"88","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64549",,"18.06.2024","31.12.2024","3479094,28","0",,,"133","88","26","21.08.2019","1","64549","NullИлиПусто"
"89","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64710",,"18.06.2024","31.12.2024","4350000","0",,,"133","89","26","21.08.2019","1","64710","NullИлиПусто"
"90","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64741",,"18.06.2024","31.12.2024","7811072,9","0",,,"133","90","26","21.08.2019","1","64741","NullИлиПусто"
"91","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64760",,"18.06.2024","31.12.2024","1435638,99","0",,,"133","91","26","21.08.2019","1","64760","NullИлиПусто"
"92","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64762",,"18.06.2024","31.12.2024","1182105,96","0",,,"133","92","26","21.08.2019","1","64762","NullИлиПусто"
"93","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64787",,"18.06.2024","31.12.2024","163181,06","0",,,"133","93","26","21.08.2019","1","64787","NullИлиПусто"
"94","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64789",,"18.06.2024","31.12.2024","1500000","0",,,"133","94","26","21.08.2019","1","64789","NullИлиПусто"
"95","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64790",,"18.06.2024","31.12.2024","1162769,23","0",,,"133","95","26","21.08.2019","1","64790","NullИлиПусто"
"96","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64804",,"18.06.2024","31.12.2024","8440007,8","0",,,"133","96","26","21.08.2019","1","64804","NullИлиПусто"
"97","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64806",,"18.06.2024","31.12.2024","19905000","0",,,"133","97","26","21.08.2019","1","64806","NullИлиПусто"
"98","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64815",,"18.06.2024","31.12.2024","27816024,24","0",,,"133","98","26","21.08.2019","1","64815","NullИлиПусто"
"99","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64816",,"18.06.2024","31.12.2024","738487,31","0",,,"133","99","26","21.08.2019","1","64816","NullИлиПусто"
"100","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64827",,"18.06.2024","31.12.2024","2907215,78","0",,,"133","100","26","21.08.2019","1","64827","NullИлиПусто"
"101","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64903",,"18.06.2024","31.12.2024","22805733,74","0",,,"133","101","26","21.08.2019","1","64903","NullИлиПусто"
"102","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","64965",,"19.06.2024","31.12.2024","3417364,01","0",,,"133","102","26","21.08.2019","1","64965","NullИлиПусто"
"103","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","74387",,"23.06.2023","31.12.2024","910261,14","0",,,"133","103","26","21.08.2019","1","74387","NullИлиПусто"
"104","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","74670",,"23.06.2023","31.12.2024","6591666,67","0",,,"133","104","26","21.08.2019","1","74670","NullИлиПусто"
"105","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","88130",,"19.09.2022","31.12.2024","722500","0",,,"133","105","26","21.08.2019","1","88130","NullИлиПусто"
"106","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","88255",,"19.09.2022","31.12.2024","957835,25","0",,,"133","106","26","21.08.2019","1","88255","NullИлиПусто"
"107","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","88546",,"19.09.2022","31.12.2024","577116,29","0",,,"133","107","26","21.08.2019","1","88546","NullИлиПусто"
"108","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","90013",,"02.08.2023","31.12.2024","34489,05","0",,,"133","108","26","21.08.2019","1","90013","NullИлиПусто"
"109","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","90306",,"02.08.2023","31.12.2024","316666,67","0",,,"133","109","26","21.08.2019","1","90306","NullИлиПусто"
"110","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","90481",,"02.08.2023","31.12.2024","3522801,07","0",,,"133","110","26","21.08.2019","1","90481","NullИлиПусто"
"111","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","90994",,"02.08.2023","31.12.2024","991700,84","0",,,"133","111","26","21.08.2019","1","90994","NullИлиПусто"
"112","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","91048",,"02.08.2023","31.12.2024","844173,24","0",,,"133","112","26","21.08.2019","1","91048","NullИлиПусто"
"113","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","91609",,"02.08.2023","31.12.2024","14775741,7","0",,,"133","113","26","21.08.2019","1","91609","NullИлиПусто"
"114","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98872",,"10.09.2024","31.12.2025","4258333,33","0",,,"133","114","26","21.08.2019","1","98872","NullИлиПусто"
"115","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98889",,"10.09.2024","31.12.2025","11250000","0",,,"133","115","26","21.08.2019","1","98889","NullИлиПусто"
"116","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98892",,"10.09.2024","31.12.2025","20833333,33","0",,,"133","116","26","21.08.2019","1","98892","NullИлиПусто"
"117","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98898",,"10.09.2024","31.12.2025","554166,67","0",,,"133","117","26","21.08.2019","1","98898","NullИлиПусто"
"118","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98907",,"10.09.2024","31.12.2025","545434,17","0",,,"133","118","26","21.08.2019","1","98907","NullИлиПусто"
"119","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98933",,"10.09.2024","31.12.2025","595833,33","0",,,"133","119","26","21.08.2019","1","98933","NullИлиПусто"
"120","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98934",,"10.09.2024","31.12.2025","595833,33","0",,,"133","120","26","21.08.2019","1","98934","NullИлиПусто"
"121","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98938",,"10.09.2024","31.12.2025","267360,32","0",,,"133","121","26","21.08.2019","1","98938","NullИлиПусто"
"122","19","1000139","ООО ГАЗПРОМ ПРОЕКТИРОВАНИЕ","0560022871","1","21.08.2019","98948",,"10.09.2024","31.12.2025","625000","0",,,"133","122","26","21.08.2019","1","98948","NullИлиПусто"
