"FindDbtNum","cidutAccount","cidutCntrPrtNum","cidutCntrPrtName","cidutCntrPrtITN","cidutCnName","cidutCnDate","cidutCnInv","cidutCnInvName","cidutFormtnDate","cidutMatrtyDate","cidutDebt","cidutDebtOverdue","cidutDoc","cidutLink","cidutSheet","cidutSheetNum","cidutUnloadKey","cidutCnDateNull","cidutCnNameNull","cidutCnInvNull","cidutCnInvNameNull"
"291","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","131678",,"22.08.2024","31.12.2025","15125028,67","0",,,"133","291","26","01.12.2021","0226/20","131678","NullИлиПусто"
"292","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","143810",,"23.08.2024","31.12.2025","41584230,12","0",,,"133","292","26","01.12.2021","0226/20","143810","NullИлиПусто"
"293","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","143813",,"23.08.2024","31.12.2025","263434898,25","0",,,"133","293","26","01.12.2021","0226/20","143813","NullИлиПусто"
"294","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","143825",,"23.08.2024","31.12.2026","717348207,45","0",,,"133","294","26","01.12.2021","0226/20","143825","NullИлиПусто"
"295","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","156937",,"19.12.2023","31.12.2024","285374200","0",,,"133","295","26","01.12.2021","0226/20","156937","NullИлиПусто"
"296","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","156938",,"19.12.2023","31.12.2024","552301941,33","0",,,"133","296","26","01.12.2021","0226/20","156938","NullИлиПусто"
"297","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","156939",,"19.12.2023","31.12.2024","389792703,83","0",,,"133","297","26","01.12.2021","0226/20","156939","NullИлиПусто"
"298","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","164674",,"26.08.2024","31.12.2026","355792338,9","0",,,"133","298","26","01.12.2021","0226/20","164674","NullИлиПусто"
"299","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","164675",,"26.08.2024","31.12.2025","201370255,62","0",,,"133","299","26","01.12.2021","0226/20","164675","NullИлиПусто"
"300","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","170100",,"26.08.2024","31.12.2025","72420,66","0",,,"133","300","26","01.12.2021","0226/20","170100","NullИлиПусто"
"301","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","203508",,"28.08.2024","31.12.2025","11990550","0",,,"133","301","26","01.12.2021","0226/20","203508","NullИлиПусто"
"302","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","218084",,"29.08.2024","31.12.2025","76525262,57","0",,,"133","302","26","01.12.2021","0226/20","218084","NullИлиПусто"
"303","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","22563",,"14.02.2024","31.12.2026","1271806182,52","0",,,"133","303","26","01.12.2021","0226/20","22563","NullИлиПусто"
"304","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","231402",,"30.08.2024","31.12.2025","317708177,82","0",,,"133","304","26","01.12.2021","0226/20","231402","NullИлиПусто"
"305","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","231403",,"30.08.2024","31.12.2025","912128392,1","0",,,"133","305","26","01.12.2021","0226/20","231403","NullИлиПусто"
"306","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","234334",,"30.08.2024","31.12.2025","113926,67","0",,,"133","306","26","01.12.2021","0226/20","234334","NullИлиПусто"
"307","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","30853",,"27.02.2023","31.12.2024","848670191,83","0",,,"133","307","26","01.12.2021","0226/20","30853","NullИлиПусто"
"308","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","347030",,"29.11.2024","31.12.2025","2943678689,04","0",,,"133","308","26","01.12.2021","0226/20","347030","NullИлиПусто"
"309","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","527964",,"24.09.2024","31.12.2025","34232088,12","0",,,"133","309","26","01.12.2021","0226/20","527964","NullИлиПусто"
"310","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","528731",,"24.09.2024","31.12.2025","86400267,67","0",,,"133","310","26","01.12.2021","0226/20","528731","NullИлиПусто"
"311","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","54326",,"21.05.2024","31.12.2025","721403750,47","0",,,"133","311","26","01.12.2021","0226/20","54326","NullИлиПусто"
"312","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","54327",,"21.05.2024","31.12.2024","1494516666,67","0",,,"133","312","26","01.12.2021","0226/20","54327","NullИлиПусто"
"313","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","54328",,"21.05.2024","31.12.2024","4369825627,39","0",,,"133","313","26","01.12.2021","0226/20","54328","NullИлиПусто"
"314","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","54329",,"21.05.2024","31.12.2025","283038000","0",,,"133","314","26","01.12.2021","0226/20","54329","NullИлиПусто"
"315","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","544095",,"25.09.2024","31.12.2025","11599055,07","0",,,"133","315","26","01.12.2021","0226/20","544095","NullИлиПусто"
"316","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","54519",,"21.05.2024","31.12.2025","172685319,17","0",,,"133","316","26","01.12.2021","0226/20","54519","NullИлиПусто"
"317","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","548394",,"13.12.2024","31.12.2025","2513952262,91","0",,,"133","317","26","01.12.2021","0226/20","548394","NullИлиПусто"
"318","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","548396",,"13.12.2024","31.12.2025","684957940,33","0",,,"133","318","26","01.12.2021","0226/20","548396","NullИлиПусто"
"319","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","55012",,"16.08.2024","31.12.2025","1000011433,71","0",,,"133","319","26","01.12.2021","0226/20","55012","NullИлиПусто"
"320","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","55147",,"21.05.2024","31.12.2025","79858800","0",,,"133","320","26","01.12.2021","0226/20","55147","NullИлиПусто"
"321","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","55773",,"22.05.2024","31.12.2025","334072422","0",,,"133","321","26","01.12.2021","0226/20","55773","NullИлиПусто"
"322","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","56532",,"02.05.2023","31.12.2024","6725266225,31","0",,,"133","322","26","01.12.2021","0226/20","56532","NullИлиПусто"
"323","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","572330",,"27.09.2024","31.12.2025","523052602,33","0",,,"133","323","26","01.12.2021","0226/20","572330","NullИлиПусто"
"324","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","572331",,"27.09.2024","31.12.2025","154725790,8","0",,,"133","324","26","01.12.2021","0226/20","572331","NullИлиПусто"
"325","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","572332",,"27.09.2024","31.12.2025","2275283574,77","0",,,"133","325","26","01.12.2021","0226/20","572332","NullИлиПусто"
"326","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","622705",,"18.12.2024","31.12.2025","27535987,05","0",,,"133","326","26","01.12.2021","0226/20","622705","NullИлиПусто"
"327","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","656333",,"20.12.2024","31.12.2025","4007767598,67","0",,,"133","327","26","01.12.2021","0226/20","656333","NullИлиПусто"
"328","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","656334",,"20.12.2024","31.01.2025","1158730140,72","0",,,"133","328","26","01.12.2021","0226/20","656334","NullИлиПусто"
"329","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","656335",,"20.12.2024","29.12.2028","851634917,67","0",,,"133","329","26","01.12.2021","0226/20","656335","NullИлиПусто"
"330","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","678401",,"23.12.2024","29.12.2028","66393632,65","0",,,"133","330","26","01.12.2021","0226/20","678401","NullИлиПусто"
"331","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","68786",,"09.06.2023","31.12.2024","2877983333,33","0",,,"133","331","26","01.12.2021","0226/20","68786","NullИлиПусто"
"332","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","68787",,"09.06.2023","31.12.2024","153839232,32","0",,,"133","332","26","01.12.2021","0226/20","68787","NullИлиПусто"
"333","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","68789",,"09.06.2023","31.12.2024","709117093,79","0",,,"133","333","26","01.12.2021","0226/20","68789","NullИлиПусто"
"334","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","70105",,"27.07.2022","31.12.2024","1236097415","0",,,"133","334","26","01.12.2021","0226/20","70105","NullИлиПусто"
"335","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","704583",,"19.07.2024","31.12.2026","1850292538,17","0",,,"133","335","26","01.12.2021","0226/20","704583","NullИлиПусто"
"336","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","704584",,"19.07.2024","31.12.2025","88309867,58","0",,,"133","336","26","01.12.2021","0226/20","704584","NullИлиПусто"
"337","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","704585",,"19.07.2024","31.12.2025","213567365,29","0",,,"133","337","26","01.12.2021","0226/20","704585","NullИлиПусто"
"338","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","707422",,"19.07.2024","31.12.2025","154783,19","0",,,"133","338","26","01.12.2021","0226/20","707422","NullИлиПусто"
"339","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","70805",,"14.06.2023","31.12.2024","3503508333,34","0",,,"133","339","26","01.12.2021","0226/20","70805","NullИлиПусто"
"340","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","718400",,"22.07.2024","31.12.2025","323709012,34","0",,,"133","340","26","01.12.2021","0226/20","718400","NullИлиПусто"
"341","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","740822",,"26.12.2024","29.12.2028","101716919,23","0",,,"133","341","26","01.12.2021","0226/20","740822","NullИлиПусто"
"342","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","761217",,"24.07.2024","31.12.2025","41533,22","0",,,"133","342","26","01.12.2021","0226/20","761217","NullИлиПусто"
"343","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","775746",,"25.07.2024","31.12.2025","10984199,17","0",,,"133","343","26","01.12.2021","0226/20","775746","NullИлиПусто"
"344","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","782881",,"28.12.2024","29.12.2028","402221863,78","0",,,"133","344","26","01.12.2021","0226/20","782881","NullИлиПусто"
"345","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","792595",,"26.07.2024","31.12.2025","15052468,42","0",,,"133","345","26","01.12.2021","0226/20","792595","NullИлиПусто"
"346","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","792596",,"26.07.2024","31.12.2025","436671466,7","0",,,"133","346","26","01.12.2021","0226/20","792596","NullИлиПусто"
"347","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","792597",,"26.07.2024","31.12.2026","1760930186","0",,,"133","347","26","01.12.2021","0226/20","792597","NullИлиПусто"
"348","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","792598",,"26.07.2024","31.12.2024","161770468,69","0",,,"133","348","26","01.12.2021","0226/20","792598","NullИлиПусто"
"349","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","79915",,"11.07.2023","31.12.2024","4414464904,25","0",,,"133","349","26","01.12.2021","0226/20","79915","NullИлиПусто"
"350","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","82559",,"19.08.2024","31.12.2025","766290,83","0",,,"133","350","26","01.12.2021","0226/20","82559","NullИлиПусто"
"351","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","843528",,"31.07.2024","31.12.2025","759699123,42","0",,,"133","351","26","01.12.2021","0226/20","843528","NullИлиПусто"
"352","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","843544",,"31.07.2024","31.12.2025","3991086099,47","0",,,"133","352","26","01.12.2021","0226/20","843544","NullИлиПусто"
"353","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","843545",,"31.07.2024","31.12.2024","364933333,33","0",,,"133","353","26","01.12.2021","0226/20","843545","NullИлиПусто"
"354","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","843546",,"31.07.2024","31.12.2025","1534220258,71","0",,,"133","354","26","01.12.2021","0226/20","843546","NullИлиПусто"
"355","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","849558",,"31.07.2024","31.12.2025","4554992,4","0",,,"133","355","26","01.12.2021","0226/20","849558","NullИлиПусто"
"356","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","874216",,"02.08.2024","31.12.2025","716774519,86","0",,,"133","356","26","01.12.2021","0226/20","874216","NullИлиПусто"
"357","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","876726",,"02.08.2024","31.12.2025","7204711,67","0",,,"133","357","26","01.12.2021","0226/20","876726","NullИлиПусто"
"358","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","894658",,"05.08.2024","31.12.2025","542332303,28","0",,,"133","358","26","01.12.2021","0226/20","894658","NullИлиПусто"
"359","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","914061",,"25.10.2024","31.12.2025","2110439660,31","0",,,"133","359","26","01.12.2021","0226/20","914061","NullИлиПусто"
"360","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","914066",,"25.10.2024","31.12.2025","204773819,29","0",,,"133","360","26","01.12.2021","0226/20","914066","NullИлиПусто"
"361","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","914067",,"25.10.2024","31.12.2025","1045226180,71","0",,,"133","361","26","01.12.2021","0226/20","914067","NullИлиПусто"
"362","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","914068",,"25.10.2024","31.12.2025","1130305030,42","0",,,"133","362","26","01.12.2021","0226/20","914068","NullИлиПусто"
"363","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","934967",,"28.10.2024","31.12.2025","50296770,57","0",,,"133","363","26","01.12.2021","0226/20","934967","NullИлиПусто"
"364","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","93779",,"03.10.2022","31.12.2024","312350000","0",,,"133","364","26","01.12.2021","0226/20","93779","NullИлиПусто"
"365","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","93843",,"08.08.2023","31.12.2024","1092134166","0",,,"133","365","26","01.12.2021","0226/20","93843","NullИлиПусто"
"366","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","961923",,"09.08.2024","31.12.2025","111181926,13","0",,,"133","366","26","01.12.2021","0226/20","961923","NullИлиПусто"
"367","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","967770",,"30.10.2024","31.12.2025","205,37","0",,,"133","367","26","01.12.2021","0226/20","967770","NullИлиПусто"
"368","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","97440",,"15.08.2023","31.12.2024","292344527,87","0",,,"133","368","26","01.12.2021","0226/20","97440","NullИлиПусто"
"369","19","1251326","ООО РУСГАЗШЕЛЬФ","7719472189","0226/20","01.12.2021","97441",,"15.08.2023","31.12.2024","612407237,47","0",,,"133","369","26","01.12.2021","0226/20","97441","NullИлиПусто"
"370","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","131530",,"03.11.2023","31.12.2024","1166960000","0",,,"133","370","26","24.11.2020","1295/20","131530","NullИлиПусто"
"371","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","131531",,"03.11.2023","31.12.2024","1139550000","0",,,"133","371","26","24.11.2020","1295/20","131531","NullИлиПусто"
"372","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","21746",,"20.02.2021","31.12.2024","92763270,24","0",,,"133","372","26","24.11.2020","1295/20","21746","NullИлиПусто"
"373","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","38877",,"19.05.2021","31.12.2024","125000000","0",,,"133","373","26","24.11.2020","1295/20","38877","NullИлиПусто"
"374","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","39265",,"19.05.2021","31.12.2024","106905242","0",,,"133","374","26","24.11.2020","1295/20","39265","NullИлиПусто"
"375","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","58265",,"11.08.2021","31.12.2024","108920000","0",,,"133","375","26","24.11.2020","1295/20","58265","NullИлиПусто"
"376","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","58266",,"11.08.2021","31.12.2024","141080000","0",,,"133","376","26","24.11.2020","1295/20","58266","NullИлиПусто"
"377","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","65606",,"14.07.2022","31.12.2024","40597235,25","0",,,"133","377","26","24.11.2020","1295/20","65606","NullИлиПусто"
"378","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","78210",,"23.08.2022","31.12.2024","135000000","0",,,"133","378","26","24.11.2020","1295/20","78210","NullИлиПусто"
"379","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","78211",,"23.08.2022","31.12.2024","418710000","0",,,"133","379","26","24.11.2020","1295/20","78211","NullИлиПусто"
"380","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","88206",,"15.09.2022","31.12.2024","297807837,03","0",,,"133","380","26","24.11.2020","1295/20","88206","NullИлиПусто"
"381","19","1254704","ООО ЛОФТ","7825498238","1295/20","24.11.2020","88207",,"15.09.2022","31.12.2024","704041774,04","0",,,"133","381","26","24.11.2020","1295/20","88207","NullИлиПусто"
"382","19","1255573","ООО ПО ""ТРАНСГАЗ","9102014432","ТГ/ОМ/СУБ-035","19.10.2020","21747",,"28.02.2021","31.12.2022","35475301,87","35475301,87",,,"133","382","26","19.10.2020","ТГ/ОМ/СУБ-035","21747","NullИлиПусто"
"383","19","1255573","ООО ПО ""ТРАНСГАЗ","9102014432","ТГ/ОМ/СУБ-035","19.10.2020","57276",,"28.07.2021","31.12.2022","758540000","758540000",,,"133","383","26","19.10.2020","ТГ/ОМ/СУБ-035","57276","NullИлиПусто"
"384","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1-306-12","03.09.2012","10000086740",,"27.07.2023","30.10.2024","0,01","0,01",,,"133","384","26","03.09.2012","1-306-12","10000086740","NullИлиПусто"
"385","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","МГ-2001182/2022","09.08.2022","100661",,"17.10.2022","31.12.2024","650819135,26","0",,,"133","385","26","09.08.2022","МГ-2001182/2022","100661","NullИлиПусто"
"386","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","30/0320/21","22.04.2022","100857",,"19.10.2022","31.12.2023","64591666,67","64591666,67",,,"133","386","26","22.04.2022","30/0320/21","100857","NullИлиПусто"
"387","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","34/0359/22","12.04.2023","101388",,"24.08.2023","31.12.2025","461129166,67","0",,,"133","387","26","12.04.2023","34/0359/22","101388","NullИлиПусто"
"388","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","34/0359/22","12.04.2023","101389",,"24.08.2023","31.12.2025","122204166,67","0",,,"133","388","26","12.04.2023","34/0359/22","101389","NullИлиПусто"
"389","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1838-19","10.02.2020","101903",,"21.10.2022","31.12.2024","2769852,8","0",,,"133","389","26","10.02.2020","1838-19","101903","NullИлиПусто"
"390","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","27/0073/22","09.06.2022","105015",,"26.10.2022","31.12.2024","168516666,67","0",,,"133","390","26","09.06.2022","27/0073/22","105015","NullИлиПусто"
"391","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","03-652/07-18-534-АУ/","07.05.2019","105442",,"26.10.2022","31.12.2024","127009694,92","0",,,"133","391","26","07.05.2019","03-652/07-18-534-АУ/","105442","NullИлиПусто"
"392","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","34/0160/23","25.06.2024","106369",,"11.11.2024","30.09.2025","208333333,33","0",,,"133","392","26","25.06.2024","34/0160/23","106369","NullИлиПусто"
"393","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1838-19","10.02.2020","107383",,"03.11.2022","31.12.2024","556483,97","0",,,"133","393","26","10.02.2020","1838-19","107383","NullИлиПусто"
"394","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","34/0160/23","25.06.2024","113024",,"21.08.2024","31.12.2024","388713090,66","0",,,"133","394","26","25.06.2024","34/0160/23","113024","NullИлиПусто"
"395","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","СМР-2000815-2022","21.04.2022","113313",,"15.11.2022","30.09.2024","169530972,67","169530972,67",,,"133","395","26","21.04.2022","СМР-2000815-2022","113313","NullИлиПусто"
"396","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","2269/19","01.10.2019","117138",,"24.11.2022","31.12.2024","2195534740,31","0",,,"133","396","26","01.10.2019","2269/19","117138","NullИлиПусто"
"397","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","СМР-2004681-2022","21.10.2022","123387",,"12.12.2022","31.12.2023","100945617,45","100945617,45",,,"133","397","26","21.10.2022","СМР-2004681-2022","123387","NullИлиПусто"
"398","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","СМР-2004681-2022","21.10.2022","123388",,"12.12.2022","31.12.2023","55852945,32","55852945,32",,,"133","398","26","21.10.2022","СМР-2004681-2022","123388","NullИлиПусто"
"399","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","25/201/0111/22","01.03.2022","124380",,"09.12.2022","31.12.2025","190833333,33","0",,,"133","399","26","01.03.2022","25/201/0111/22","124380","NullИлиПусто"
"400","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","2269/19","01.10.2019","125081",,"12.12.2022","31.12.2024","2382301832,35","0",,,"133","400","26","01.10.2019","2269/19","125081","NullИлиПусто"
"401","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1-306-12","03.09.2012","125572",,"01.08.2023","30.10.2024","128568286,11","128568286,11",,,"133","401","26","03.09.2012","1-306-12","125572","NullИлиПусто"
"402","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1-306-12","03.09.2012","126962",,"01.08.2023","30.10.2024","9140868,77","9140868,77",,,"133","402","26","03.09.2012","1-306-12","126962","NullИлиПусто"
"403","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","0588-22","26.07.2022","127209",,"14.12.2022","31.12.2024","43807046,94","0",,,"133","403","26","26.07.2022","0588-22","127209","NullИлиПусто"
"404","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","27/0239/23","23.10.2023","127842",,"22.08.2024","31.12.2024","49701317,82","0",,,"133","404","26","23.10.2023","27/0239/23","127842","NullИлиПусто"
"405","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","28/0039/24","04.04.2024","127843",,"22.08.2024","31.12.2025","56851296,27","0",,,"133","405","26","04.04.2024","28/0039/24","127843","NullИлиПусто"
"406","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","28/0239/24","20.06.2024","127844",,"22.08.2024","31.12.2025","9957701,64","0",,,"133","406","26","20.06.2024","28/0239/24","127844","NullИлиПусто"
"407","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","34/0334/22","26.01.2023","127845",,"22.08.2024","31.12.2025","12250000","0",,,"133","407","26","26.01.2023","34/0334/22","127845","NullИлиПусто"
"408","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1557/19","01.08.2019","128667",,"25.10.2023","31.01.2025","123916053,28","0",,,"133","408","26","01.08.2019","1557/19","128667","NullИлиПусто"
"409","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","2269/19","01.10.2019","12982",,"27.01.2023","31.12.2024","223395346,33","0",,,"133","409","26","01.10.2019","2269/19","12982","NullИлиПусто"
"410","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1-306-12","03.09.2012","131",,"12.01.2021","30.10.2024","302653034,85","302653034,85",,,"133","410","26","03.09.2012","1-306-12","131","NullИлиПусто"
"411","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","25/201/0973/22","15.06.2022","133578",,"07.11.2023","31.12.2024","52195097,19","0",,,"133","411","26","15.06.2022","25/201/0973/22","133578","NullИлиПусто"
"412","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","25/201/0973/22","15.06.2022","133579",,"07.11.2023","31.12.2024","45949720,1","0",,,"133","412","26","15.06.2022","25/201/0973/22","133579","NullИлиПусто"
"413","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","27/0239/23","23.10.2023","143812",,"23.08.2024","31.12.2024","184994186,74","0",,,"133","413","26","23.10.2023","27/0239/23","143812","NullИлиПусто"
"414","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1684/19","13.09.2019","143826",,"23.08.2024","31.12.2024","599528479,97","0",,,"133","414","26","13.09.2019","1684/19","143826","NullИлиПусто"
"415","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","1684/19","13.09.2019","143827",,"23.08.2024","31.12.2024","632538191,9","0",,,"133","415","26","13.09.2019","1684/19","143827","NullИлиПусто"
"416","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","28/0396/23","04.12.2023","143828",,"23.08.2024","31.12.2024","29519471,69","0",,,"133","416","26","04.12.2023","28/0396/23","143828","NullИлиПусто"
"417","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","28/0394/23","04.12.2023","143830",,"23.08.2024","31.12.2025","271638536,04","0",,,"133","417","26","04.12.2023","28/0394/23","143830","NullИлиПусто"
"418","19","1255867","АО ГАЗСТРОЙПРОМ","7842155505","28/0002/24","13.03.2024","143831",,"23.08.2024","31.12.2025","1392850,26","0",,,"133","418","26","13.03.2024","28/0002/24","143831","NullИлиПусто"
